objid,pmL,pmB,ra,dec,u,g,r,i,z,err_u,err_g,err_r,err_i,err_z,elodieFeH,elodieTEff,elodieBV
1237666228035126167,-0.8285222,2.292166,271.859423746002,23.7580986555729,19.95663,18.835,18.25308,18.04758,17.94527,0.03995124,0.008537251,0.007418938,0.007957716,0.02189847,-1,6000,0
1237666210319566266,-4.428657,0.4053231,271.920704456489,23.4245992445497,20.10883,18.7069,18.05951,17.79214,17.62109,0.04159716,0.007934037,0.006692018,0.007054711,0.01718999,-0.42,5748,0.568
1237666210319958155,2.584376,-9.109957,272.771990177919,23.2170476612837,17.2764,15.44747,14.65928,14.30863,14.11656,0.008648263,0.003109729,0.003100662,0.003485325,0.004406217,-0.66,4861,0.84
1237666228035387672,-9.339909,0.7124536,272.437891998161,23.4214130870339,18.15572,16.85547,16.22155,15.89221,15.77711,0.01436186,0.003856649,0.003971013,0.004124595,0.006526136,-0.94,5613,0.712
1237666209782956152,0.9121566,6.010615,272.239319101762,22.7862599291556,17.84089,16.78308,16.36023,16.1855,16.10637,0.01118033,0.004057389,0.003982823,0.004076396,0.006881692,-1.5,6000,0
1237666209783087264,-6.84738,-0.3519678,272.564099014465,22.7068158481878,18.589,17.09875,16.49262,16.25396,16.13668,0.01643856,0.004164847,0.003877938,0.004415612,0.007015837,-0.18,5671,0.573
1237666210856436154,-5.18841,6.544783,272.12817442938,23.8625344418087,18.17595,16.6328,15.89011,15.54942,15.34695,0.01386954,0.003703853,0.003517808,0.003794374,0.005490825,-0.71,5285,0.692
1237666210856633795,0,0,272.598755172644,23.730083814048,22.04729,20.64316,19.93151,19.6269,19.66255,0.1869691,0.02413096,0.02054835,0.02259171,0.08671547,-1.34,5047,0.754
1237666211930309493,2.863049,-4.543676,272.706994426923,24.6064372099186,20.36987,18.64198,17.96077,17.69515,17.5977,0.0540295,0.007586382,0.006320174,0.006928155,0.01709878,-0.13,5261,0.757
1237666228572259931,-4.375414,4.65591,272.70830424916,23.83898102885,21.13783,20.09769,19.56069,19.28097,19.19226,0.09730866,0.01900085,0.01572149,0.01848732,0.05255998,-0.72,5966,0.45
1237666210320023756,-2.507368,4.414646,272.867554961918,22.9941742102639,17.36144,16.13798,16.25165,16.37667,16.40668,0.008982192,0.003408398,0.003800437,0.004254119,0.0084015,-2,8500,0
1237666210320024489,-11.36407,-2.278394,273.005518546648,23.001004264687,15.8096,14.65022,14.30108,14.17407,14.13461,0.004996611,0.003129409,0.003320527,0.003586487,0.003870397,-0.5,6500,0
1237666210320025390,-4.521202,6.233736,272.981850729712,23.0135978505382,19.74028,17.85559,17.09704,16.79422,16.59757,0.03188034,0.005494035,0.004721471,0.004821814,0.009321026,-0.19,4923,0.899
1237666210319631561,-2.484266,-2.597164,272.02451191489,23.3545845582102,21.3862,20.28503,19.81611,19.58962,19.324,0.10658,0.02035808,0.01931438,0.02067533,0.06020131,-2.26,6162,0.326
1237666227498582632,-0.6195644,1.412271,272.585817684048,23.0704087693332,17.63762,16.25671,16.2072,16.24645,16.23624,0.01044948,0.003497184,0.00399369,0.003960084,0.007803967,-1.67,7852,0.107
1237666210856370658,-2.683541,-8.224243,271.939043080514,23.9014666659052,20.30737,19.18361,18.85729,18.67764,18.69027,0.04930669,0.009957608,0.01017848,0.01162099,0.04063115,-2.5,6500,0
1237666210856370748,-56.39696,2.124898,271.970922092752,23.9403415632273,18.36892,16.81392,16.02546,15.68843,15.4755,0.01529489,0.003968635,0.003687361,0.003638488,0.005749798,-1.72,4801,0.863
