objid,ra,dec,pmL,pmB,u,g,r,i,z,err_u,err_g,err_r,err_i,err_z
1237665101137248286,214.088757118024,30.5164191194536,-7.670384,11.39099,17.22263,16.06634,15.68766,15.54504,15.52673,0.008146167,0.00329724,0.003805763,0.003820719,0.005352348
1237665101137248287,214.087724077833,30.5183437652616,0,0,22.34663,21.9451,21.44048,21.90498,21.39014,0.2814962,0.08960855,0.06908554,0.1586549,0.3645955
1237665101137248290,214.12085853765,30.5033700112242,4.839193,18.07637,18.70192,18.52117,18.85535,19.10061,19.42821,0.01767601,0.007597981,0.01007726,0.01527456,0.06487356
1237665101137248335,214.070825400471,30.5673361336208,-10.08406,1.607338,20.10988,19.04339,18.71293,18.56447,18.53901,0.04375293,0.01013266,0.009293816,0.01071168,0.03045553
1237665101137248339,214.079116805557,30.5324335622205,-4.947021,7.961158,21.38326,19.25432,18.45858,18.18561,18.02362,0.1167981,0.01144072,0.008172725,0.008711815,0.0209659
1237665101137248345,214.070120924149,30.499944869274,-2.957904,16.90526,21.07368,18.33668,16.96695,16.20946,15.80001,0.090325,0.006930472,0.004666453,0.004209665,0.005930269
1237665101137248356,214.100916168757,30.4641297392894,-3.118196,6.052886,19.80643,18.51514,18.04143,17.87595,17.84041,0.03566192,0.00757743,0.006773757,0.007489152,0.01885033
1237665101137248359,214.089124816307,30.4237737819825,-6.513154,3.500947,19.82449,17.10592,15.68917,14.83823,14.40098,0.03563393,0.004246348,0.003798578,0.003604211,0.0038372
1237665101137248363,214.079176963541,30.3858574824163,-4.218874,5.736051,20.07533,18.97032,18.6237,18.47876,18.4615,0.04284189,0.009918929,0.008909946,0.01023721,0.03003861
1237665101137248409,214.08075574274,30.5606068466055,-5.623744,10.9262,22.83923,20.29506,19.30688,18.88955,18.66151,0.3823055,0.022863,0.01304815,0.0130747,0.03331539
1237665101137248418,214.107567520301,30.5604943645118,-21.63608,-11.16944,23.26536,20.99223,19.45929,18.48022,17.995,0.5310202,0.03870782,0.01430987,0.01024581,0.02057393
1237665101137248421,214.089849851682,30.4992674079398,2.317895,13.9868,23.85942,20.71771,19.31854,18.66317,18.32404,0.8289939,0.03118437,0.01328022,0.01154931,0.026775
1237665101137248441,214.066193396963,30.5794583134874,1.590247,14.36864,23.97932,21.31782,19.8879,18.83122,18.29218,0.8437744,0.05032163,0.01887622,0.01261458,0.02522026
1237665101137248497,214.070590428762,30.4788317504186,-0.5771111,-1.814739,21.26242,20.47914,20.24837,20.06499,20.03777,0.1058014,0.02601825,0.02488976,0.03068102,0.1081053
1237665101137248504,214.091604163341,30.4765163316141,-1.538799,5.397464,21.77325,21.06026,20.99397,20.55595,20.20602,0.1618033,0.0408953,0.04420298,0.04557402,0.1256926
1237665101137248692,214.07243043357,30.5429763860035,0,0,25.21981,22.47229,21.1432,19.43676,18.61736,0.9006817,0.1348511,0.05074824,0.01943669,0.03356443
1237665101137248720,214.061804820333,30.4571171068635,0,0,24.46339,22.30757,20.89107,20.10585,19.7163,1.045935,0.1197096,0.04240791,0.03285649,0.08565757
1237665101137248768,214.097739279288,30.4824996827619,0.6975533,11.24356,24.42818,22.01054,20.55322,19.38772,18.67248,0.985262,0.08823528,0.03101976,0.01834713,0.03474704
1237665101137248774,214.088387734159,30.4330257248278,-15.72262,2.19956,23.9986,21.4256,20.18157,19.67608,19.32039,0.8899201,0.0558222,0.02399473,0.02322657,0.0605321
1237665101137248776,214.08841726409,30.4291924820053,-2.007985,15.85833,25.16239,21.65299,20.34761,19.70713,19.40657,0.9063707,0.06706144,0.02677453,0.02338545,0.06395037
1237665101137248785,214.097189279817,30.4435501923123,0,0,23.64268,21.92768,21.53093,21.34136,21.27717,0.7091038,0.08402259,0.06832479,0.08825984,0.3082828
1237665101137248787,214.129277222746,30.5299350766799,0,0,24.5654,22.56476,20.96973,19.72585,19.11533,1.031901,0.146939,0.043815,0.02429586,0.05105512
1237665101137248788,214.127487595693,30.5212394324404,0,0,23.54408,21.78092,20.41679,19.74281,19.49519,0.6675594,0.07292975,0.02778398,0.02387421,0.06753718
1237665101137313799,214.141112065928,30.5101461817443,-4.468797,-10.89572,24.52248,21.40937,20.07508,19.04778,18.54861,1.028913,0.05637937,0.02202288,0.01502526,0.03270484
1237665101137313807,214.110708591331,30.3945397682821,3.16816,4.201652,17.15608,15.90189,15.49307,15.34347,15.31292,0.007956031,0.003165362,0.003719833,0.003700141,0.004908712
1237665101137313808,214.107662652742,30.394534089031,0,0,23.90561,22.03617,20.70422,19.79084,19.39739,0.8522788,0.09480489,0.03520687,0.02518941,0.06607637
1237665101137313812,214.125079104021,30.4104592714702,-14.7683,21.92053,18.59785,17.66832,17.31509,17.15998,17.14316,0.01686667,0.005179085,0.005174201,0.005502009,0.01209006
1237665101137313814,214.174709503798,30.4861133890285,-7.280658,1.631035,18.19106,16.90181,16.39308,16.16311,16.07271,0.01322183,0.003961836,0.004240945,0.004069438,0.006719068
1237665101137313816,214.186924447618,30.510447353958,-8.358797,1.958471,18.96809,17.50556,16.97821,16.77179,16.7188,0.02066284,0.004842622,0.004768005,0.004734345,0.009334414
1237665101137313819,214.201861330643,30.5525756928606,-4.767696,9.816872,17.63351,15.25194,14.3197,13.99207,13.85781,0.009862244,0.002983574,0.003685266,0.003317987,0.003502726
1237665101137313828,214.165564516184,30.4212357543636,-2.499384,8.859259,16.86073,15.57197,15.14394,15.00871,14.95808,0.006932515,0.003033599,0.003694262,0.00349576,0.004374678
1237665101137313838,214.184354710518,30.3553072609443,-0.08851488,14.01975,18.14205,17.05353,16.67271,16.52441,16.49855,0.01306789,0.004192651,0.004379656,0.004435194,0.008377844
1237665101137313845,214.264537259715,30.5359742668805,0,0,17.08459,15.48315,14.92865,14.71244,14.66389,0.007646598,0.003081163,0.00366573,0.003446245,0.004061084
1237665101137313846,214.263248736864,30.535260147502,0,0,21.05363,18.46534,17.0508,15.66533,14.95116,0.08581124,0.007649103,0.004918849,0.003861655,0.004411895
1237665101137313853,214.256243537097,30.4015706572902,36.59206,32.53971,18.56365,15.88811,14.65045,14.15798,13.88745,0.01617252,0.003300722,0.003540525,0.003271791,0.003420791
1237665101137313857,214.26862124316,30.4044026125966,-1.407075,-5.497137,18.24265,16.88531,16.39601,16.19872,16.10677,0.01367573,0.004021481,0.004043059,0.004003727,0.006882259
1237665101137313859,214.273418251489,30.4152231542245,-20.68946,-2.725864,18.05202,16.19486,15.537,15.31544,15.22371,0.01233999,0.003468256,0.003679252,0.003532229,0.004763803
1237665101137313864,214.309664647671,30.5209709998064,0,0,16.44714,15.36067,14.99456,14.81563,14.76561,0.005860302,0.003098856,0.003591627,0.003473402,0.00415671
1237665101137313865,214.309314499617,30.523008339322,0,0,21.92713,19.06095,17.58577,15.99862,15.18983,0.1735219,0.01023988,0.005650911,0.003975345,0.004718455
