objid,ra,dec,pmL,pmB,u,g,r,i,z,err_u,err_g,err_r,err_i,err_z
1237665328785326301,202.850608059857,30.1121418913851,13.41225,-7.736791,24.86415,21.37474,20.92777,20.85958,20.98681,0.9459856,0.04695489,0.04545051,0.06953046,0.2900189
1237665328785326308,202.871925749085,30.148520155697,-8.023767,7.986444,21.68752,20.46091,19.98153,19.84822,19.68828,0.1407368,0.02374231,0.02168104,0.0302766,0.09704937
1237665328785326350,202.710434732829,30.1348849036292,0.4398399,-9.556445,25.36861,22.0633,20.70336,19.72627,19.14713,0.8087909,0.08134398,0.03879159,0.0270253,0.05952697
1237665328785326357,202.716530273795,30.1479816504419,0,0,22.72452,21.71009,21.75206,21.39229,21.13537,0.3473815,0.05990959,0.09215931,0.1088127,0.3268158
1237665328785326367,202.718283465152,30.1184920535465,0,0,23.6192,22.17073,20.75832,19.95184,19.57368,0.7165334,0.09000393,0.04101007,0.03285434,0.0871553
1237665328785326388,202.736927036406,30.1277729669298,0,0,24.77547,22.45567,21.0195,19.5241,18.79128,1.038369,0.1158028,0.05126425,0.02365138,0.04559508
1237665328785326395,202.741345357017,30.1227307969853,0,0,23.70536,21.84719,21.34613,21.08373,21.53086,0.7468743,0.06913777,0.06722808,0.08639416,0.4658752
1237665328785326413,202.758129119434,30.1394121572322,-19.54551,17.98747,24.67781,21.51277,20.17894,19.17003,18.62033,0.9918965,0.05142038,0.02538154,0.0176117,0.03848543
1237665328785326471,202.808893100696,30.1502897150046,0,0,22.71567,22.27838,20.91061,19.70224,18.97293,0.3421679,0.09896991,0.04493304,0.0267997,0.0526135
1237665328785326481,202.800004681523,30.073347986149,0,0,25.84369,22.32161,20.94464,19.76826,19.0045,0.6015334,0.1040682,0.04774451,0.02868501,0.05365861
1237665328785326509,202.830936884843,30.1295437081212,6.648305,30.14951,24.24456,22.35103,20.82008,19.70815,19.01353,0.9150656,0.1060124,0.04212596,0.02718774,0.05436016
1237665328785326541,202.83877184188,30.0760433302372,0,0,23.2466,21.65454,21.36071,21.16394,21.07948,0.5261248,0.05910062,0.06621995,0.09167711,0.3149231
1237665328785391634,202.941761352521,30.1462595978524,-2.096352,3.672776,16.98319,15.51916,15.01466,14.78121,14.67243,0.007325415,0.003184585,0.003233335,0.003227049,0.004321381
1237665328785391637,202.934221556414,30.0628448600268,25.96307,37.74142,18.57944,16.61145,15.82364,15.45756,15.33977,0.01696149,0.003780401,0.003441477,0.003455722,0.005283373
1237665328785391703,202.873592445178,30.0821508829874,-2.875293,40.32029,22.58223,19.63856,18.2634,16.8507,16.07707,0.3275491,0.01399689,0.007481852,0.004905184,0.007120615
1237665328785391709,202.886634481279,30.093968781639,-8.765905,2.937121,19.90555,18.9843,18.77947,18.67424,18.64473,0.03888766,0.009489444,0.009875071,0.01258943,0.03880165
1237665328785391710,202.896184407248,30.1219225565775,-5.961705,7.302124,20.79759,19.89357,19.66095,19.55026,19.52624,0.07383481,0.01650053,0.01729807,0.02416399,0.0825962
1237665328785391716,202.913848533362,30.1513787795878,-3.001063,23.20001,20.8549,19.01819,18.32064,18.03163,17.85852,0.07326991,0.009745783,0.007636457,0.008544795,0.02154937
1237665328785391721,202.908187411973,30.0947185830946,10.01551,29.19161,20.06093,18.69057,18.13526,17.88557,17.75832,0.04323742,0.008180712,0.006990811,0.007832824,0.01975279
1237665328785391728,202.928262221092,30.0627720540549,-0.7932133,14.46097,19.56501,17.75347,17.06046,16.7894,16.63755,0.0312103,0.005372463,0.004548877,0.004803699,0.009655097
1237665328785391731,202.935529001185,30.0874689400509,-7.715505,-2.571097,21.55924,18.86808,17.83373,17.30017,16.95658,0.1384489,0.009014602,0.006072852,0.005867012,0.01158334
1237665328785391762,202.874958416474,30.0952500440684,-3.490669,22.24903,22.92571,20.80142,19.48252,18.75826,18.31051,0.4241485,0.03095614,0.01550249,0.01335838,0.02977939
1237665328785391766,202.88610185009,30.1030394398594,0.8047827,16.76513,23.62915,20.74939,19.31733,18.05848,17.37616,0.7256648,0.02979041,0.013721,0.008612363,0.01512977
1237665328785391772,202.890076024525,30.114235497351,-14.35926,6.327689,22.26914,19.87852,18.86086,18.43026,18.14664,0.2444996,0.0162224,0.01030095,0.01077107,0.02631181
1237665328785391800,202.897709191458,30.0660885214099,-15.8652,-18.52925,24.00163,22.3292,20.725,18.98207,18.00697,0.9088198,0.1068259,0.03906037,0.01572734,0.02362769
